Innings Player,Innings Runs Scored Num,not_out,Innings Balls Faced,Country,Opposition,Innings Date
GC Smith,12,0,21,South Africa,England,2009/11/22
DW Steyn,12,0,11,South Africa,England,2009/11/22
RE van der Merwe,12,0,11,South Africa,India,2010/02/24
CK Langeveldt,12,0,11,South Africa,India,2010/02/24
GC Smith,12,0,22,South Africa,West Indies,2010/06/03
R McLaren,12,0,14,South Africa,West Indies,2010/06/03
WD Parnell,12,0,27,South Africa,India,2011/01/15
J Botha,12,0,6,South Africa,Bangladesh,2011/03/19
F du Plessis,12,0,20,South Africa,Australia,2011/10/23
GC Smith,12,0,22,South Africa,Pakistan,2013/03/21
AB de Villiers,12,0,18,South Africa,Sri Lanka,2013/07/23
F du Plessis,12,0,26,South Africa,Pakistan,2013/10/30
F du Plessis,12,0,32,South Africa,Pakistan,2013/11/01
GC Smith,12,0,16,South Africa,Pakistan,2013/11/24
HM Amla,12,0,20,South Africa,New Zealand,2014/10/27
F Behardien,12,0,12,South Africa,Australia,2014/11/19
DW Steyn,12,0,6,South Africa,Australia,2014/11/19
JP Duminy,12,0,17,South Africa,West Indies,2015/01/16
F Behardien,12,0,9,South Africa,West Indies,2015/01/16
F Behardien,12,0,16,South Africa,West Indies,2015/01/25
WD Parnell,12,0,17,South Africa,West Indies,2015/01/25
Q de Kock,12,0,19,South Africa,West Indies,2015/02/27
JP Duminy,12,0,13,South Africa,Pakistan,2015/03/07
KJ Abbott,12,0,19,South Africa,Pakistan,2015/03/07
HM Amla,12,0,16,South Africa,U.A.E.,2015/03/12
CH Morris,12,0,13,South Africa,Bangladesh,2015/07/12
F Behardien,12,0,16,South Africa,Bangladesh,2015/07/15
D Wiese,12,0,15,South Africa,New Zealand,2015/08/26
DW Steyn,12,0,9,South Africa,India,2015/10/18
K Rabada,12,0,10,South Africa,England,2016/02/06
Q de Kock,12,0,18,South Africa,Australia,2016/10/12
JP Duminy,12,0,18,South Africa,India,2018/02/01
JP Duminy,12,0,13,South Africa,Sri Lanka,2018/08/12
JN Rhodes,11,1,14,South Africa,Sri Lanka,2001/01/14
S Elworthy,11,1,11,South Africa,Australia,2002/01/20
N Boje,11,1,11,South Africa,Sri Lanka,2002/12/01
MV Boucher,11,1,9,South Africa,India,2007/07/01
JA Morkel,11,1,5,South Africa,Australia,2009/01/18
JP Duminy,11,1,19,South Africa,Australia,2009/04/05
DA Miller,11,1,22,South Africa,Australia,2011/10/28
Imran Tahir,11,1,11,South Africa,Australia,2018/11/09
JL Ontong,11,0,12,South Africa,West Indies,2001/04/28
MV Boucher,11,0,15,South Africa,Australia,2002/01/13
JH Kallis,11,0,30,South Africa,New Zealand,2002/02/01
M Ntini,11,0,10,South Africa,Australia,2002/03/30
L Klusener,11,0,12,South Africa,Pakistan,2002/08/12
HH Gibbs,11,0,21,South Africa,Sri Lanka,2002/08/15
JN Rhodes,11,0,20,South Africa,Pakistan,2002/08/18
ND McKenzie,11,0,15,South Africa,Pakistan,2002/12/08
RJ Peterson,11,0,11,South Africa,Pakistan,2002/12/18
HH Dippenaar,11,0,20,South Africa,India,2003/04/18
MV Boucher,11,0,31,South Africa,England,2003/07/12
M van Jaarsveld,11,0,20,South Africa,England,2003/07/12
SM Pollock,11,0,23,South Africa,Pakistan,2003/10/05
HH Dippenaar,11,0,38,South Africa,Pakistan,2003/10/10
JA Morkel,11,0,20,South Africa,New Zealand,2004/02/29
AC Dawson,11,0,9,South Africa,Sri Lanka,2004/08/25
SM Pollock,11,0,10,South Africa,Sri Lanka,2004/08/31
HH Gibbs,11,0,6,South Africa,West Indies,2005/05/11
AB de Villiers,11,0,25,South Africa,New Zealand,2005/11/06
JL Ontong,11,0,23,South Africa,India,2005/11/16
JM Kemp,11,0,12,South Africa,India,2005/11/28
JA Rudolph,11,0,27,South Africa,Sri Lanka,2006/01/24
JM Kemp,11,0,7,South Africa,Pakistan,2007/02/04
JP Duminy,11,0,15,South Africa,India,2007/06/26
AB de Villiers,11,0,17,South Africa,Kenya,2008/10/31
JP Duminy,11,0,13,South Africa,New Zealand,2009/09/24
HM Amla,11,0,22,South Africa,England,2009/11/29
JH Kallis,11,0,13,South Africa,India,2010/02/24
GC Smith,11,0,15,South Africa,India,2011/01/12
AB de Villiers,11,0,12,South Africa,India,2011/01/23
F du Plessis,11,0,19,South Africa,Ireland,2011/03/15
DA Miller,11,0,12,South Africa,Australia,2011/10/19
R McLaren,11,0,20,South Africa,Pakistan,2013/03/21
DA Miller,11,0,19,South Africa,Pakistan,2013/11/01
RJ Peterson,11,0,12,South Africa,Australia,2014/11/21
HM Amla,11,0,26,South Africa,Zimbabwe,2015/02/15
RR Rossouw,11,0,11,South Africa,England,2016/02/06
F du Plessis,11,0,17,South Africa,Australia,2016/10/12
AL Phehlukwayo,11,0,9,South Africa,Australia,2016/10/12
JP Duminy,11,0,19,South Africa,Sri Lanka,2017/02/01
F du Plessis,11,0,17,South Africa,New Zealand,2017/02/22
D Pretorius,11,0,11,South Africa,New Zealand,2017/02/25
DA Miller,11,0,10,South Africa,England,2017/05/24
AL Phehlukwayo,11,0,21,South Africa,Pakistan,2019/01/27
AK Markram,11,0,12,South Africa,England,2019/05/30
K Rabada,11,0,19,South Africa,England,2019/05/30
Q de Kock,11,0,17,South Africa,England,2020/02/07
RR Hendricks,11,0,26,South Africa,England,2020/02/09
JN Rhodes,10,1,8,South Africa,West Indies,2001/05/09
L Klusener,10,1,9,South Africa,Zimbabwe,2001/09/23
JM Kemp,10,1,12,South Africa,New Zealand,2002/01/15
M Ntini,10,1,19,South Africa,England,2003/07/08
AJ Hall,10,1,9,South Africa,Pakistan,2003/10/07
M Ntini,10,1,11,South Africa,England,2005/01/30
N Boje,10,1,4,South Africa,England,2005/02/09
MV Boucher,10,1,14,South Africa,West Indies,2005/05/14
A Nel,10,1,5,South Africa,New Zealand,2007/11/25
SM Pollock,10,1,11,South Africa,West Indies,2008/02/03
MV Boucher,10,1,12,South Africa,England,2008/08/31
JP Duminy,10,1,19,South Africa,Kenya,2008/11/02
WD Parnell,10,1,10,South Africa,England,2009/09/27
RE van der Merwe,10,1,7,South Africa,West Indies,2010/06/03
JP Duminy,10,1,29,South Africa,Pakistan,2010/10/29
DA Miller,10,1,9,South Africa,Zimbabwe,2014/09/04
WD Parnell,10,1,6,South Africa,Zimbabwe,2014/09/04
F Behardien,10,1,5,South Africa,West Indies,2015/02/27
VD Philander,10,1,6,South Africa,U.A.E.,2015/03/12
JP Duminy,10,1,5,South Africa,West Indies,2016/06/15
DA Miller,10,1,10,South Africa,Australia,2016/09/30
F du Plessis,10,1,24,South Africa,Australia,2018/11/04
Imran Tahir,10,1,10,South Africa,Bangladesh,2019/06/02
L Sipamla,10,1,14,South Africa,England,2020/02/09
G Kirsten,10,0,14,South Africa,Zimbabwe,2001/09/29
MV Boucher,10,0,17,South Africa,Australia,2002/01/20
G Kirsten,10,0,29,South Africa,Australia,2002/02/03
JH Kallis,10,0,24,South Africa,New Zealand,2002/02/08
HH Gibbs,10,0,15,South Africa,Australia,2002/03/27
JL Ontong,10,0,14,South Africa,Pakistan,2002/08/18
JH Kallis,10,0,25,South Africa,West Indies,2002/09/13
SM Pollock,10,0,6,South Africa,West Indies,2002/09/13
MV Boucher,10,0,16,South Africa,India,2002/09/25
MV Boucher,10,0,14,South Africa,New Zealand,2003/02/16
SM Pollock,10,0,10,South Africa,New Zealand,2003/02/16
HH Gibbs,10,0,26,South Africa,West Indies,2004/01/25
HH Gibbs,10,0,24,South Africa,West Indies,2004/01/28
N Boje,10,0,13,South Africa,Sri Lanka,2004/08/25
AJ Hall,10,0,9,South Africa,England,2005/02/11
HH Dippenaar,10,0,9,South Africa,New Zealand,2005/10/23
HH Dippenaar,10,0,12,South Africa,Sri Lanka,2006/01/17
JM Kemp,10,0,21,South Africa,Sri Lanka,2006/01/17
HH Dippenaar,10,0,16,South Africa,Australia,2006/02/26
GC Smith,10,0,12,South Africa,Australia,2006/03/05
JM Kemp,10,0,9,South Africa,Zimbabwe,2006/09/20
GC Smith,10,0,15,South Africa,Sri Lanka,2006/10/24
AB de Villiers,10,0,11,South Africa,Pakistan,2006/10/27
HH Gibbs,10,0,17,South Africa,Bangladesh,2008/03/14
A Nel,10,0,17,South Africa,England,2008/08/22
HH Gibbs,10,0,15,South Africa,England,2008/08/26
MV Boucher,10,0,23,South Africa,England,2008/08/26
VD Philander,10,0,12,South Africa,England,2008/08/31
ND McKenzie,10,0,28,South Africa,Australia,2009/01/30
J Botha,10,0,11,South Africa,India,2010/02/21
HM Amla,10,0,12,South Africa,Pakistan,2010/11/05
CA Ingram,10,0,16,South Africa,India,2011/01/18
F du Plessis,10,0,13,South Africa,Sri Lanka,2012/01/11
GC Smith,10,0,17,South Africa,Pakistan,2013/03/15
AB de Villiers,10,0,21,South Africa,Pakistan,2013/11/01
HM Amla,10,0,10,South Africa,Pakistan,2013/11/06
F du Plessis,10,0,23,South Africa,Pakistan,2013/11/08
AB de Villiers,10,0,15,South Africa,Pakistan,2013/11/24
JH Kallis,10,0,14,South Africa,India,2013/12/05
JH Kallis,10,0,13,South Africa,India,2013/12/08
DW Steyn,10,0,32,South Africa,Zimbabwe,2014/08/29
HM Amla,10,0,22,South Africa,Australia,2014/11/16
HM Amla,10,0,14,South Africa,New Zealand,2015/03/24
K Rabada,10,0,25,South Africa,Bangladesh,2015/07/12
JP Duminy,10,0,12,South Africa,Sri Lanka,2017/02/10
HM Amla,10,0,13,South Africa,New Zealand,2017/02/22
D Pretorius,10,0,21,South Africa,New Zealand,2017/03/01
JP Duminy,10,0,14,South Africa,India,2018/02/10
HM Amla,10,0,19,South Africa,India,2018/02/16
DA Miller,10,0,13,South Africa,Sri Lanka,2018/07/29
F du Plessis,10,0,14,South Africa,Sri Lanka,2018/08/05
CH Morris,10,0,10,South Africa,Bangladesh,2019/06/02
Q de Kock,10,0,17,South Africa,India,2019/06/05
ND McKenzie,9,1,14,South Africa,Pakistan,2003/10/12
M Ntini,9,1,7,South Africa,New Zealand,2004/02/17
M Ntini,9,1,8,South Africa,Pakistan,2007/10/20
HM Amla,9,1,19,South Africa,Bangladesh,2008/03/09
M Ntini,9,1,7,South Africa,Australia,2009/04/17
AB de Villiers,9,1,5,South Africa,New Zealand,2012/03/03
CH Morris,9,1,17,South Africa,Sri Lanka,2013/07/20
K Rabada,9,1,6,South Africa,Australia,2016/10/12
N Boje,9,0,19,South Africa,India,2001/10/10
JL Ontong,9,0,20,South Africa,Sri Lanka,2002/08/15
MV Boucher,9,0,17,South Africa,Sri Lanka,2002/08/15
SM Pollock,9,0,31,South Africa,Sri Lanka,2002/08/15
L Klusener,9,0,9,South Africa,Bangladesh,2002/10/03
HH Gibbs,9,0,25,South Africa,England,2003/07/12
GC Smith,9,0,27,South Africa,West Indies,2004/01/28
GC Smith,9,0,21,South Africa,New Zealand,2004/03/02
JM Kemp,9,0,8,South Africa,England,2005/02/04
AB de Villiers,9,0,14,South Africa,England,2005/02/06
AM Bacher,9,0,22,South Africa,Zimbabwe,2005/03/02
AG Prince,9,0,25,South Africa,New Zealand,2005/11/06
AG Prince,9,0,32,South Africa,India,2005/11/28
GC Smith,9,0,17,South Africa,Australia,2006/01/20
HH Dippenaar,9,0,23,South Africa,Australia,2006/02/03
HH Dippenaar,9,0,21,South Africa,Sri Lanka,2006/02/07
HH Dippenaar,9,0,15,South Africa,Zimbabwe,2006/09/18
M Ntini,9,0,19,South Africa,Pakistan,2007/02/07
CK Langeveldt,9,0,32,South Africa,Bangladesh,2007/04/07
J Botha,9,0,9,South Africa,Pakistan,2007/10/20
GC Smith,9,0,14,South Africa,England,2008/08/26
JH Kallis,9,0,25,South Africa,England,2008/08/29
JP Duminy,9,0,23,South Africa,Australia,2009/01/23
MV Boucher,9,0,10,South Africa,Australia,2009/04/17
AN Petersen,9,0,21,South Africa,India,2010/02/21
AN Petersen,9,0,16,South Africa,India,2010/02/24
J Botha,9,0,10,South Africa,Pakistan,2010/10/31
DA Miller,9,0,11,South Africa,India,2011/01/12
J Botha,9,0,14,South Africa,India,2011/01/18
GC Smith,9,0,16,South Africa,New Zealand,2012/02/25
LL Tsotsobe,9,0,8,South Africa,New Zealand,2013/01/22
AM Phangiso,9,0,6,South Africa,New Zealand,2013/01/25
DW Steyn,9,0,9,South Africa,Pakistan,2013/03/21
WD Parnell,9,0,8,South Africa,India,2013/12/11
Q de Kock,9,0,5,South Africa,New Zealand,2014/10/21
DA Miller,9,0,24,South Africa,Bangladesh,2015/07/12
AB de Villiers,9,0,9,South Africa,New Zealand,2015/08/19
Imran Tahir,9,0,12,South Africa,India,2015/10/14
CH Morris,9,0,18,South Africa,India,2015/10/22
CH Morris,9,0,32,South Africa,West Indies,2016/06/03
AM Phangiso,9,0,41,South Africa,Australia,2016/06/07
K Rabada,9,0,15,South Africa,West Indies,2016/06/24
JP Duminy,9,0,8,South Africa,Australia,2016/09/30
AK Markram,9,0,21,South Africa,India,2018/02/01
AL Phehlukwayo,9,0,10,South Africa,Sri Lanka,2018/08/08
Q de Kock,9,0,12,South Africa,Australia,2018/11/09
K Rabada,9,0,17,South Africa,Australia,2018/11/09
MV Boucher,8,1,7,South Africa,Sri Lanka,2001/01/14
ND McKenzie,8,1,8,South Africa,India,2001/10/05
HH Dippenaar,8,1,2,South Africa,Australia,2002/04/09
M van Jaarsveld,8,1,12,South Africa,Zimbabwe,2003/07/05
JM Kemp,8,1,5,South Africa,New Zealand,2005/10/28
JJ van der Wath,8,1,14,South Africa,Australia,2006/02/03
AJ Hall,8,1,12,South Africa,Australia,2007/03/24
RJ Peterson,8,1,8,South Africa,New Zealand,2007/04/14
R McLaren,8,1,8,South Africa,West Indies,2010/05/24
WD Parnell,8,1,4,South Africa,Pakistan,2013/11/11
JP Duminy,8,1,4,South Africa,New Zealand,2015/03/24
K Rabada,8,1,9,South Africa,India,2015/10/22
WD Parnell,8,1,5,South Africa,Australia,2016/10/02
HH Gibbs,8,0,7,South Africa,West Indies,2001/04/28
JN Rhodes,8,0,4,South Africa,India,2001/10/10
HH Gibbs,8,0,21,South Africa,New Zealand,2002/02/01
JH Kallis,8,0,20,South Africa,Australia,2002/03/22
SM Pollock,8,0,7,South Africa,Australia,2002/04/09
HH Gibbs,8,0,10,South Africa,West Indies,2002/09/13
JH Kallis,8,0,26,South Africa,Pakistan,2002/12/18
HH Gibbs,8,0,18,South Africa,Canada,2003/02/27
G Kirsten,8,0,21,South Africa,Sri Lanka,2003/03/03
HH Dippenaar,8,0,15,South Africa,Sri Lanka,2003/03/03
AJ Hall,8,0,19,South Africa,Pakistan,2003/10/05
L Klusener,8,0,14,South Africa,New Zealand,2004/02/17
HH Dippenaar,8,0,16,South Africa,New Zealand,2004/02/20
HH Dippenaar,8,0,17,South Africa,New Zealand,2004/02/29
HH Gibbs,8,0,12,South Africa,England,2005/02/09
JM Kemp,8,0,15,South Africa,Zimbabwe,2005/02/25
JM Kemp,8,0,8,South Africa,West Indies,2005/05/15
SM Pollock,8,0,8,South Africa,Sri Lanka,2006/01/24
MV Boucher,8,0,17,South Africa,Zimbabwe,2006/09/15
JH Kallis,8,0,18,South Africa,New Zealand,2006/10/16
MV Boucher,8,0,28,South Africa,New Zealand,2006/10/16
JM Kemp,8,0,15,South Africa,India,2006/11/22
M Ntini,8,0,11,South Africa,Bangladesh,2007/04/07
A Nel,8,0,41,South Africa,Australia,2007/04/25
SM Pollock,8,0,5,South Africa,Zimbabwe,2007/08/26
JH Kallis,8,0,11,South Africa,Pakistan,2007/10/18
JM Kemp,8,0,19,South Africa,Pakistan,2007/10/20
AB de Villiers,8,0,13,South Africa,New Zealand,2007/11/30
J Botha,8,0,6,South Africa,New Zealand,2007/11/30
JP Duminy,8,0,3,South Africa,England,2008/08/26
MV Boucher,8,0,11,South Africa,Bangladesh,2008/11/07
HM Amla,8,0,19,South Africa,Australia,2009/01/18
ND McKenzie,8,0,15,South Africa,Australia,2009/01/18
J Botha,8,0,11,South Africa,Australia,2009/04/03
GC Smith,8,0,14,South Africa,Australia,2009/04/09
MV Boucher,8,0,10,South Africa,England,2009/09/27
AB de Villiers,8,0,13,South Africa,India,2011/01/15
F du Plessis,8,0,6,South Africa,India,2011/01/23
DW Steyn,8,0,18,South Africa,New Zealand,2011/03/25
MV Boucher,8,0,8,South Africa,Australia,2011/10/28
HM Amla,8,0,10,South Africa,New Zealand,2012/02/25
M Morkel,8,0,11,South Africa,India,2013/06/06
F du Plessis,8,0,9,South Africa,Sri Lanka,2013/07/23
AN Petersen,8,0,17,South Africa,Sri Lanka,2013/07/26
Q de Kock,8,0,9,South Africa,Sri Lanka,2013/07/28
RK Kleinveldt,8,0,10,South Africa,Sri Lanka,2013/07/28
R McLaren,8,0,27,South Africa,Pakistan,2013/10/30
F du Plessis,8,0,23,South Africa,New Zealand,2014/10/21
HM Amla,8,0,13,South Africa,Australia,2014/11/14
Imran Tahir,8,0,10,South Africa,India,2015/02/22
HM Amla,8,0,8,South Africa,New Zealand,2015/08/23
D Wiese,8,0,24,South Africa,New Zealand,2015/08/23
AB de Villiers,8,0,10,South Africa,England,2016/02/03
Q de Kock,8,0,11,South Africa,Sri Lanka,2017/02/04
HM Amla,8,0,28,South Africa,New Zealand,2017/03/04
JP Duminy,8,0,14,South Africa,Pakistan,2017/06/07
AK Markram,8,0,11,South Africa,India,2018/02/04
Imran Tahir,8,0,6,South Africa,India,2018/02/07
KA Maharaj,8,0,12,South Africa,Sri Lanka,2018/08/12
RR Hendricks,8,0,26,South Africa,Australia,2018/11/11
HM Amla,8,0,5,South Africa,Pakistan,2019/01/22
F du Plessis,8,0,8,South Africa,Pakistan,2019/01/22
A Nortje,8,0,18,South Africa,Sri Lanka,2019/03/06
RR Hendricks,8,0,16,South Africa,Sri Lanka,2019/03/13
JP Duminy,8,0,11,South Africa,England,2019/05/30
AL Phehlukwayo,8,0,13,South Africa,Bangladesh,2019/06/02
SM Pollock,7,1,7,South Africa,West Indies,2001/05/16
AC Dawson,7,1,5,South Africa,India,2003/04/13
L Klusener,7,1,10,South Africa,West Indies,2004/01/28
HH Gibbs,7,1,9,South Africa,West Indies,2004/01/30
MV Boucher,7,1,6,South Africa,West Indies,2004/02/04
J Botha,7,1,10,South Africa,Pakistan,2007/10/23
JA Morkel,7,1,12,South Africa,Sri Lanka,2012/01/17
R McLaren,7,1,4,South Africa,West Indies,2013/06/14
WD Parnell,7,1,9,South Africa,Pakistan,2013/11/30
KJ Abbott,7,1,7,South Africa,England,2016/02/06
WD Parnell,7,1,8,South Africa,Sri Lanka,2017/06/03
F Behardien,7,1,9,South Africa,Bangladesh,2017/10/18
AL Phehlukwayo,7,1,19,South Africa,Sri Lanka,2018/08/01
JT Smuts,7,1,11,South Africa,England,2020/02/04
MV Boucher,7,0,7,South Africa,Sri Lanka,2001/01/17
HH Dippenaar,7,0,37,South Africa,West Indies,2001/05/12
HH Dippenaar,7,0,14,South Africa,New Zealand,2002/01/19
HH Dippenaar,7,0,14,South Africa,Australia,2002/03/27
JH Kallis,7,0,11,South Africa,Sri Lanka,2002/08/15
JL Ontong,7,0,9,South Africa,Sri Lanka,2002/08/19
DM Benkenstein,7,0,6,South Africa,Kenya,2002/09/20
ND McKenzie,7,0,5,South Africa,Sri Lanka,2002/12/04
N Boje,7,0,13,South Africa,Pakistan,2002/12/11
GC Smith,7,0,21,South Africa,Zimbabwe,2003/06/29
GC Smith,7,0,7,South Africa,England,2003/07/12
SM Pollock,7,0,10,South Africa,New Zealand,2004/03/02
HH Gibbs,7,0,17,South Africa,Sri Lanka,2004/08/22
MV Boucher,7,0,9,South Africa,Sri Lanka,2004/08/25
JH Kallis,7,0,11,South Africa,Sri Lanka,2004/08/28
M Ntini,7,0,6,South Africa,Sri Lanka,2004/08/31
MV Boucher,7,0,7,South Africa,West Indies,2004/09/18
JA Rudolph,7,0,8,South Africa,Zimbabwe,2005/02/27
AB de Villiers,7,0,7,South Africa,Zimbabwe,2005/03/02
JH Kallis,7,0,18,South Africa,West Indies,2005/05/08
AB de Villiers,7,0,16,South Africa,India,2005/11/16
HH Gibbs,7,0,16,South Africa,Sri Lanka,2006/01/17
AJ Hall,7,0,4,South Africa,Australia,2006/03/12
JM Kemp,7,0,16,South Africa,Sri Lanka,2006/10/24
SM Pollock,7,0,7,South Africa,Australia,2007/03/24
M Ntini,7,0,8,South Africa,Australia,2007/03/24
JM Kemp,7,0,29,South Africa,Bangladesh,2007/04/07
GC Smith,7,0,22,South Africa,West Indies,2007/04/10
JH Kallis,7,0,8,South Africa,West Indies,2008/01/25
HM Amla,7,0,7,South Africa,Kenya,2008/10/31
HH Gibbs,7,0,15,South Africa,Australia,2009/01/30
HM Amla,7,0,14,South Africa,Australia,2009/04/03
GC Smith,7,0,14,South Africa,New Zealand,2009/09/24
M Morkel,7,0,15,South Africa,England,2009/11/29
HH Gibbs,7,0,8,South Africa,India,2010/02/24
DW Steyn,7,0,9,South Africa,India,2011/01/12
GC Smith,7,0,11,South Africa,India,2011/01/23
GC Smith,7,0,18,South Africa,Ireland,2011/03/15
HM Amla,7,0,5,South Africa,New Zealand,2011/03/25
M Morkel,7,0,11,South Africa,England,2012/08/31
GC Smith,7,0,15,South Africa,New Zealand,2013/01/19
AB de Villiers,7,0,8,South Africa,New Zealand,2013/01/19
H Davids,7,0,18,South Africa,Pakistan,2013/11/30
Q de Kock,7,0,7,South Africa,Australia,2014/09/06
DA Miller,7,0,10,South Africa,New Zealand,2014/10/24
RR Rossouw,7,0,14,South Africa,West Indies,2015/01/21
Q de Kock,7,0,16,South Africa,Zimbabwe,2015/02/15
Q de Kock,7,0,15,South Africa,India,2015/02/22
Q de Kock,7,0,8,South Africa,Bangladesh,2015/07/15
HM Amla,7,0,10,South Africa,India,2015/10/22
D Wiese,7,0,4,South Africa,England,2016/02/09
RR Rossouw,7,0,11,South Africa,Australia,2016/06/07
CH Morris,7,0,8,South Africa,West Indies,2016/06/24
CH Morris,7,0,8,South Africa,New Zealand,2017/02/22
HM Amla,7,0,19,South Africa,New Zealand,2017/02/25
DA Miller,7,0,7,South Africa,India,2018/02/01
AK Markram,7,0,16,South Africa,Pakistan,2019/06/23
JN Rhodes,6,1,12,South Africa,Kenya,2001/10/07
SM Pollock,6,1,6,South Africa,Australia,2002/04/03
JN Rhodes,6,1,3,South Africa,Sri Lanka,2002/11/29
JM Kemp,6,1,4,South Africa,Sri Lanka,2006/01/24
JH Kallis,6,1,6,South Africa,Pakistan,2007/10/26
J Botha,6,1,3,South Africa,Kenya,2008/10/31
M Morkel,6,1,3,South Africa,Bangladesh,2008/11/07
RE van der Merwe,6,1,4,South Africa,Australia,2009/04/09
R McLaren,6,1,5,South Africa,Zimbabwe,2009/11/08
CK Langeveldt,6,1,4,South Africa,England,2009/11/22
JP Duminy,6,1,4,South Africa,Zimbabwe,2010/10/15
F Behardien,6,1,6,South Africa,Pakistan,2013/03/17
DW Steyn,6,1,13,South Africa,West Indies,2015/01/16
M Morkel,6,1,8,South Africa,Pakistan,2015/03/07
DW Steyn,6,1,5,South Africa,Australia,2016/10/12
L Ngidi,6,1,5,South Africa,England,2019/05/30
CH Morris,6,1,7,South Africa,New Zealand,2019/06/19
PR Adams,6,0,8,South Africa,West Indies,2001/05/12
G Kirsten,6,0,14,South Africa,West Indies,2001/05/16
JN Rhodes,6,0,10,South Africa,India,2001/10/26
JH Kallis,6,0,22,South Africa,Australia,2002/01/13
