Innings Player,Innings Runs Scored Num,not_out,Innings Balls Faced,Country,Opposition,Innings Date
T Bavuma,21,0,17,South Africa,England,2020/02/07
SM Pollock,20,1,13,South Africa,New Zealand,2004/02/17
AG Prince,20,1,14,South Africa,Zimbabwe,2005/02/25
AG Prince,20,1,25,South Africa,Sri Lanka,2006/01/31
DA Miller,20,1,20,South Africa,Pakistan,2013/03/24
JP Duminy,20,1,41,South Africa,India,2017/06/11
JN Rhodes,20,0,19,South Africa,India,2001/10/05
HH Gibbs,20,0,27,South Africa,Kenya,2001/10/07
JN Rhodes,20,0,29,South Africa,Australia,2002/02/03
L Klusener,20,0,24,South Africa,Australia,2002/03/27
N Boje,20,0,27,South Africa,Pakistan,2002/12/08
HH Dippenaar,20,0,25,South Africa,West Indies,2003/02/09
JA Rudolph,20,0,35,South Africa,England,2003/06/28
JA Rudolph,20,0,40,South Africa,Pakistan,2003/10/10
AB de Villiers,20,0,38,South Africa,England,2005/02/02
N Boje,20,0,17,South Africa,England,2005/02/04
JM Kemp,20,0,30,South Africa,Australia,2006/02/03
JH Kallis,20,0,21,South Africa,Australia,2006/03/12
AN Petersen,20,0,16,South Africa,Zimbabwe,2006/09/18
JP Duminy,20,0,18,South Africa,England,2008/08/31
GC Smith,20,0,30,South Africa,Australia,2009/04/13
GC Smith,20,0,15,South Africa,Australia,2009/04/17
CA Ingram,20,0,8,South Africa,Zimbabwe,2010/10/22
GC Smith,20,0,32,South Africa,Netherlands,2011/03/03
DW Steyn,20,0,31,South Africa,England,2011/03/06
HM Amla,20,0,23,South Africa,Netherlands,2013/05/31
CA Ingram,20,0,45,South Africa,Pakistan,2013/06/10
Q de Kock,20,0,28,South Africa,Sri Lanka,2013/07/26
GC Smith,20,0,25,South Africa,Pakistan,2013/10/30
JP Duminy,20,0,36,South Africa,Pakistan,2013/10/30
F Behardien,20,0,22,South Africa,Australia,2014/11/14
DA Miller,20,0,16,South Africa,West Indies,2015/02/27
AM Phangiso,20,0,22,South Africa,India,2015/10/22
D Wiese,20,0,32,South Africa,England,2016/02/12
HM Amla,20,0,26,South Africa,West Indies,2016/06/03
JP Duminy,20,0,26,South Africa,Australia,2016/10/05
JP Duminy,20,0,22,South Africa,Sri Lanka,2017/02/07
CH Morris,20,0,19,South Africa,Sri Lanka,2017/06/03
AB de Villiers,20,0,15,South Africa,Bangladesh,2017/10/22
Q de Kock,20,0,36,South Africa,India,2018/02/04
M Morkel,20,0,19,South Africa,India,2018/02/16
AK Markram,20,0,13,South Africa,Sri Lanka,2018/08/12
N Boje,19,1,10,South Africa,Sri Lanka,2004/08/28
AJ Hall,19,1,35,South Africa,Australia,2006/02/03
JA Morkel,19,1,14,South Africa,New Zealand,2009/09/24
M Morkel,19,1,14,South Africa,New Zealand,2013/01/22
K Rabada,19,1,23,South Africa,India,2015/10/14
PWA Mulder,19,1,31,South Africa,Sri Lanka,2018/08/01
L Ngidi,19,1,20,South Africa,Australia,2018/11/09
SM Pollock,19,0,12,South Africa,Kenya,2001/10/22
JA Rudolph,19,0,40,South Africa,England,2003/07/12
GC Smith,19,0,24,South Africa,New Zealand,2005/10/23
AG Prince,19,0,40,South Africa,New Zealand,2005/10/28
AG Prince,19,0,41,South Africa,Australia,2006/01/15
JA Rudolph,19,0,39,South Africa,Australia,2006/02/03
MV Boucher,19,0,27,South Africa,Australia,2006/03/10
GC Smith,19,0,23,South Africa,West Indies,2006/11/02
HH Gibbs,19,0,26,South Africa,Pakistan,2007/10/23
MV Boucher,19,0,27,South Africa,England,2008/08/29
JL Ontong,19,0,21,South Africa,Kenya,2008/10/31
HH Gibbs,19,0,37,South Africa,Australia,2009/01/18
GC Smith,19,0,20,South Africa,Zimbabwe,2010/10/15
AB de Villiers,19,0,40,South Africa,Pakistan,2010/11/02
JA Morkel,19,0,39,South Africa,Pakistan,2010/11/02
JH Kallis,19,0,31,South Africa,Ireland,2011/03/15
GC Smith,19,0,36,South Africa,Australia,2011/10/28
F du Plessis,19,0,28,South Africa,New Zealand,2012/03/03
F du Plessis,19,0,23,South Africa,New Zealand,2013/01/25
DA Miller,19,0,24,South Africa,Pakistan,2013/06/10
Q de Kock,19,0,24,South Africa,Pakistan,2013/11/24
Q de Kock,19,0,18,South Africa,Australia,2014/08/27
JP Duminy,19,0,16,South Africa,New Zealand,2014/10/24
F du Plessis,19,0,39,South Africa,Australia,2014/11/16
AB de Villiers,19,0,25,South Africa,West Indies,2015/01/25
AB de Villiers,19,0,20,South Africa,India,2015/10/14
RR Rossouw,19,0,20,South Africa,England,2016/02/03
Q de Kock,19,0,29,South Africa,Australia,2016/06/11
WD Parnell,19,0,23,South Africa,England,2017/05/24
K Rabada,19,0,21,South Africa,England,2017/05/24
HM Amla,19,0,14,South Africa,Sri Lanka,2018/07/29
AK Markram,19,0,17,South Africa,Australia,2018/11/09
AJ Hall,18,1,12,South Africa,Australia,2002/03/27
L Klusener,18,1,12,South Africa,Kenya,2002/09/20
MV Boucher,18,1,18,South Africa,Zimbabwe,2005/03/02
AJ Hall,18,1,30,South Africa,Sri Lanka,2006/02/07
JM Kemp,18,1,13,South Africa,Ireland,2007/06/24
GC Smith,18,1,23,South Africa,Pakistan,2010/10/29
F du Plessis,18,1,14,South Africa,Netherlands,2011/03/03
RJ Peterson,18,1,7,South Africa,India,2011/03/12
AM Phangiso,18,1,28,South Africa,Sri Lanka,2013/07/31
WD Parnell,18,1,21,South Africa,Australia,2014/11/23
JP Duminy,18,1,7,South Africa,West Indies,2015/01/28
ND McKenzie,18,0,21,South Africa,Sri Lanka,2001/01/11
HH Dippenaar,18,0,41,South Africa,Sri Lanka,2001/01/17
JH Kallis,18,0,14,South Africa,Sri Lanka,2001/01/17
G Kirsten,18,0,31,South Africa,West Indies,2001/05/09
JH Kallis,18,0,34,South Africa,West Indies,2001/05/09
N Boje,18,0,15,South Africa,India,2001/10/19
L Klusener,18,0,17,South Africa,Australia,2002/01/13
HH Gibbs,18,0,22,South Africa,Australia,2002/01/20
SM Pollock,18,0,26,South Africa,Australia,2002/01/20
ND McKenzie,18,0,47,South Africa,Australia,2002/01/22
S Elworthy,18,0,35,South Africa,Australia,2002/01/22
N Boje,18,0,24,South Africa,Australia,2002/03/24
JH Kallis,18,0,28,South Africa,Australia,2002/04/09
MV Boucher,18,0,15,South Africa,Australia,2002/04/09
HH Dippenaar,18,0,26,South Africa,Sri Lanka,2002/08/19
AJ Hall,18,0,26,South Africa,Sri Lanka,2002/12/06
GC Smith,18,0,25,South Africa,Pakistan,2002/12/11
SM Pollock,18,0,14,South Africa,Pakistan,2002/12/11
SM Pollock,18,0,22,South Africa,England,2003/07/12
HH Gibbs,18,0,27,South Africa,West Indies,2004/02/01
HH Dippenaar,18,0,44,South Africa,New Zealand,2004/02/25
JA Rudolph,18,0,25,South Africa,Sri Lanka,2004/08/25
AM Bacher,18,0,27,South Africa,Zimbabwe,2005/02/27
JH Kallis,18,0,24,South Africa,West Indies,2005/05/15
GC Smith,18,0,26,South Africa,New Zealand,2005/10/30
AB de Villiers,18,0,23,South Africa,Australia,2006/03/03
AB de Villiers,18,0,25,South Africa,West Indies,2008/01/27
JP Duminy,18,0,33,South Africa,England,2008/08/22
JP Duminy,18,0,33,South Africa,England,2008/08/29
MV Boucher,18,0,34,South Africa,Zimbabwe,2009/11/08
WD Parnell,18,0,43,South Africa,India,2010/02/24
GC Smith,18,0,17,South Africa,West Indies,2010/05/22
J Botha,18,0,25,South Africa,West Indies,2010/05/28
GC Smith,18,0,30,South Africa,India,2011/01/21
HM Amla,18,0,17,South Africa,Ireland,2011/03/15
F du Plessis,18,0,16,South Africa,Sri Lanka,2012/01/14
JA Morkel,18,0,11,South Africa,Sri Lanka,2012/01/22
GC Smith,18,0,25,South Africa,England,2012/08/31
JP Duminy,18,0,22,South Africa,England,2012/09/02
Q de Kock,18,0,34,South Africa,New Zealand,2013/01/19
RK Kleinveldt,18,0,22,South Africa,Pakistan,2013/03/21
HM Amla,18,0,28,South Africa,Sri Lanka,2013/07/31
HM Amla,18,0,20,South Africa,Australia,2014/11/21
HM Amla,18,0,28,South Africa,Australia,2014/11/23
MN van Wyk,18,0,24,South Africa,West Indies,2015/01/25
F Behardien,18,0,33,South Africa,India,2015/10/14
Q de Kock,18,0,23,South Africa,Australia,2016/06/07
RR Rossouw,18,0,21,South Africa,Australia,2016/10/05
Q de Kock,18,0,14,South Africa,Australia,2016/10/09
DA Miller,18,0,22,South Africa,Sri Lanka,2017/06/03
HE van der Dussen,18,0,31,South Africa,Pakistan,2019/01/27
SM Pollock,17,1,12,South Africa,England,2005/02/02
AG Prince,17,1,18,South Africa,England,2005/02/04
AG Prince,17,1,23,South Africa,New Zealand,2005/11/04
JH Kallis,17,1,25,South Africa,England,2007/04/17
VD Philander,17,1,22,South Africa,India,2007/06/26
VD Philander,17,1,13,South Africa,Zimbabwe,2007/08/22
DW Steyn,17,1,13,South Africa,England,2009/09/27
JL Ontong,17,1,19,South Africa,New Zealand,2012/02/29
WD Parnell,17,1,28,South Africa,India,2015/02/22
Q de Kock,17,1,21,South Africa,West Indies,2019/06/10
AL Phehlukwayo,17,1,17,South Africa,Afghanistan,2019/06/15
L Klusener,17,0,12,South Africa,India,2001/10/05
G Kirsten,17,0,18,South Africa,Kenya,2001/10/07
SM Pollock,17,0,29,South Africa,Australia,2002/03/24
ND McKenzie,17,0,16,South Africa,Australia,2002/04/03
N Boje,17,0,21,South Africa,Sri Lanka,2002/08/15
JN Rhodes,17,0,31,South Africa,Sri Lanka,2002/08/15
MV Boucher,17,0,21,South Africa,Zimbabwe,2003/06/29
MN van Wyk,17,0,20,South Africa,England,2003/07/12
MV Boucher,17,0,51,South Africa,England,2005/01/30
AB de Villiers,17,0,29,South Africa,West Indies,2005/05/14
HH Dippenaar,17,0,23,South Africa,West Indies,2005/05/14
JH Kallis,17,0,25,South Africa,West Indies,2005/05/14
JA Rudolph,17,0,52,South Africa,New Zealand,2005/10/30
J Botha,17,0,22,South Africa,Sri Lanka,2006/02/07
JH Kallis,17,0,25,South Africa,Pakistan,2006/10/27
HH Gibbs,17,0,19,South Africa,Australia,2007/03/24
SM Pollock,17,0,23,South Africa,Bangladesh,2007/04/07
AJ Hall,17,0,17,South Africa,New Zealand,2007/04/14
HH Gibbs,17,0,28,South Africa,India,2007/06/29
AJ Hall,17,0,19,South Africa,India,2007/06/29
AB de Villiers,17,0,28,South Africa,Pakistan,2007/10/23
MV Boucher,17,0,38,South Africa,Pakistan,2007/10/23
AB de Villiers,17,0,21,South Africa,Pakistan,2007/10/29
MV Boucher,17,0,17,South Africa,West Indies,2008/01/25
J Botha,17,0,31,South Africa,England,2008/08/29
JH Kallis,17,0,24,South Africa,Australia,2009/04/13
JA Morkel,17,0,14,South Africa,England,2009/09/27
F du Plessis,17,0,38,South Africa,England,2011/03/06
JP Duminy,17,0,22,South Africa,Bangladesh,2011/03/19
AB de Villiers,17,0,13,South Africa,Sri Lanka,2012/01/14
AN Petersen,17,0,27,South Africa,Sri Lanka,2012/01/17
HM Amla,17,0,16,South Africa,Pakistan,2013/03/15
F du Plessis,17,0,21,South Africa,Pakistan,2013/03/15
R McLaren,17,0,31,South Africa,Pakistan,2013/03/15
CA Ingram,17,0,43,South Africa,Pakistan,2013/03/17
M Morkel,17,0,18,South Africa,Pakistan,2013/11/24
R McLaren,17,0,29,South Africa,Pakistan,2013/11/30
HM Amla,17,0,28,South Africa,Australia,2014/09/02
DA Miller,17,0,29,South Africa,New Zealand,2014/10/27
F du Plessis,17,0,21,South Africa,Australia,2014/11/19
Q de Kock,17,0,38,South Africa,Australia,2014/11/21
RR Rossouw,17,0,27,South Africa,Bangladesh,2015/07/15
HM Amla,17,0,17,South Africa,India,2015/10/14
F du Plessis,17,0,34,South Africa,India,2015/10/22
Q de Kock,17,0,22,South Africa,Sri Lanka,2017/02/01
F Behardien,17,0,25,South Africa,England,2017/05/27
K Zondo,17,0,38,South Africa,India,2018/02/07
H Klaasen,17,0,13,South Africa,Sri Lanka,2018/08/08
KA Maharaj,17,0,14,South Africa,Sri Lanka,2018/08/08
PWA Mulder,17,0,11,South Africa,Sri Lanka,2019/03/06
MV Boucher,16,1,6,South Africa,New Zealand,2002/02/08
SM Pollock,16,1,9,South Africa,Sri Lanka,2002/08/19
M Ntini,16,1,25,South Africa,Pakistan,2003/10/05
MV Boucher,16,1,12,South Africa,West Indies,2005/05/15
SM Pollock,16,1,20,South Africa,Zimbabwe,2006/09/15
SM Pollock,16,1,10,South Africa,India,2006/12/03
SM Pollock,16,1,17,South Africa,Zimbabwe,2007/08/22
RJ Peterson,16,1,16,South Africa,Pakistan,2013/06/10
LL Tsotsobe,16,1,42,South Africa,Pakistan,2013/10/30
JP Duminy,16,1,29,South Africa,Zimbabwe,2018/09/30
DA Miller,16,1,12,South Africa,Pakistan,2019/01/19
JN Rhodes,16,0,34,South Africa,West Indies,2001/05/16
HH Gibbs,16,0,21,South Africa,Kenya,2001/10/22
L Klusener,16,0,17,South Africa,Australia,2002/01/20
MV Boucher,16,0,43,South Africa,Australia,2002/03/24
HH Gibbs,16,0,25,South Africa,Sri Lanka,2002/11/29
GC Smith,16,0,31,South Africa,Sri Lanka,2002/12/01
JH Kallis,16,0,19,South Africa,Sri Lanka,2003/03/03
HH Dippenaar,16,0,30,South Africa,Bangladesh,2003/04/17
JA Rudolph,16,0,36,South Africa,England,2003/07/08
JH Kallis,16,0,44,South Africa,West Indies,2004/01/28
JH Kallis,16,0,25,South Africa,New Zealand,2004/02/20
HH Gibbs,16,0,28,South Africa,New Zealand,2004/02/25
GC Smith,16,0,27,South Africa,Sri Lanka,2004/08/25
JH Kallis,16,0,33,South Africa,West Indies,2004/09/18
AB de Villiers,16,0,28,South Africa,England,2005/02/04
GC Smith,16,0,27,South Africa,England,2005/02/06
JA Morkel,16,0,6,South Africa,Zimbabwe,2005/02/25
HH Gibbs,16,0,27,South Africa,Australia,2006/01/15
SM Pollock,16,0,17,South Africa,Australia,2006/02/03
HH Dippenaar,16,0,35,South Africa,Australia,2006/03/05
HH Gibbs,16,0,30,South Africa,Australia,2006/03/05
HH Gibbs,16,0,18,South Africa,Sri Lanka,2006/10/24
JH Kallis,16,0,38,South Africa,West Indies,2006/11/02
MV Boucher,16,0,11,South Africa,West Indies,2006/11/02
MV Boucher,16,0,21,South Africa,New Zealand,2007/04/14
AJ Hall,16,0,15,South Africa,India,2007/06/26
HM Amla,16,0,27,South Africa,Bangladesh,2008/03/12
MV Boucher,16,0,15,South Africa,England,2008/08/22
JA Morkel,16,0,17,South Africa,England,2008/08/29
AN Petersen,16,0,31,South Africa,West Indies,2010/05/28
HM Amla,16,0,18,South Africa,India,2011/01/18
AB de Villiers,16,0,20,South Africa,India,2011/01/18
GC Smith,16,0,29,South Africa,India,2011/03/12
F du Plessis,16,0,33,South Africa,Sri Lanka,2013/07/26
JP Duminy,16,0,23,South Africa,Pakistan,2013/11/30
JP Duminy,16,0,25,South Africa,Sri Lanka,2014/07/06
JP Duminy,16,0,32,South Africa,Australia,2014/09/02
AB de Villiers,16,0,18,South Africa,Zimbabwe,2014/09/04
F du Plessis,16,0,27,South Africa,West Indies,2015/01/28
DW Steyn,16,0,17,South Africa,Pakistan,2015/03/07
HM Amla,16,0,23,South Africa,Sri Lanka,2015/03/18
MN van Wyk,16,0,22,South Africa,New Zealand,2015/08/19
F Behardien,16,0,10,South Africa,India,2015/10/25
HM Amla,16,0,36,South Africa,West Indies,2016/06/24
CH Morris,16,0,16,South Africa,New Zealand,2017/02/19
JP Duminy,16,0,34,South Africa,New Zealand,2017/02/25
F du Plessis,16,0,20,South Africa,England,2017/05/27
HM Amla,16,0,20,South Africa,Pakistan,2017/06/07
AB de Villiers,16,0,12,South Africa,India,2017/06/11
HM Amla,16,0,17,South Africa,India,2018/02/01
RR Hendricks,16,0,27,South Africa,Australia,2018/11/09
CH Morris,16,0,10,South Africa,Pakistan,2019/06/23
MV Boucher,15,1,22,South Africa,Zimbabwe,2001/09/30
SM Pollock,15,1,8,South Africa,Sri Lanka,2002/11/29
J Botha,15,1,12,South Africa,India,2005/11/19
J Botha,15,1,25,South Africa,Australia,2006/01/20
RJ Peterson,15,1,12,South Africa,West Indies,2006/11/02
JP Duminy,15,1,18,South Africa,Zimbabwe,2010/10/17
K Rabada,15,1,27,South Africa,Australia,2016/06/07
SM Pollock,15,0,20,South Africa,Zimbabwe,2001/09/29
SM Pollock,15,0,29,South Africa,India,2001/10/10
SM Pollock,15,0,16,South Africa,New Zealand,2002/01/19
GC Smith,15,0,32,South Africa,Sri Lanka,2002/08/21
HH Gibbs,15,0,13,South Africa,Bangladesh,2002/10/09
MV Boucher,15,0,38,South Africa,Pakistan,2002/12/13
GC Smith,15,0,25,South Africa,England,2003/06/28
JH Kallis,15,0,26,South Africa,England,2003/07/08
HH Gibbs,15,0,18,South Africa,West Indies,2004/02/04
GC Smith,15,0,33,South Africa,New Zealand,2004/02/29
L Klusener,15,0,17,South Africa,Sri Lanka,2004/08/20
AC Dawson,15,0,14,South Africa,Sri Lanka,2004/08/22
MV Boucher,15,0,11,South Africa,England,2005/02/02
AM Bacher,15,0,35,South Africa,England,2005/02/11
JH Kallis,15,0,20,South Africa,New Zealand,2005/11/06
SM Pollock,15,0,26,South Africa,Sri Lanka,2006/02/07
GC Smith,15,0,13,South Africa,Pakistan,2007/02/07
AB de Villiers,15,0,39,South Africa,Bangladesh,2007/04/07
AB de Villiers,15,0,34,South Africa,Australia,2007/04/25
AB de Villiers,15,0,35,South Africa,India,2007/07/01
HH Gibbs,15,0,19,South Africa,West Indies,2008/01/27
JP Duminy,15,0,33,South Africa,Australia,2009/04/03
M Morkel,15,0,12,South Africa,Australia,2009/04/17
JP Duminy,15,0,27,South Africa,West Indies,2010/05/22
J Botha,15,0,19,South Africa,Pakistan,2010/11/02
JH Kallis,15,0,22,South Africa,Pakistan,2010/11/05
MN van Wyk,15,0,22,South Africa,India,2011/01/21
JH Kallis,15,0,20,South Africa,England,2011/03/06
JH Kallis,15,0,15,South Africa,Australia,2011/10/19
D Elgar,15,0,28,South Africa,England,2012/08/28
DA Miller,15,0,19,South Africa,New Zealand,2013/01/25
CA Ingram,15,0,20,South Africa,Pakistan,2013/03/24
JP Duminy,15,0,22,South Africa,Sri Lanka,2013/07/20
JP Duminy,15,0,17,South Africa,Sri Lanka,2013/07/23
JP Duminy,15,0,14,South Africa,Sri Lanka,2013/07/31
DA Miller,15,0,25,South Africa,Pakistan,2013/11/11
DW Steyn,15,0,32,South Africa,Pakistan,2013/11/24
JP Duminy,15,0,18,South Africa,Pakistan,2013/11/27
Q de Kock,15,0,18,South Africa,Pakistan,2013/11/30
HM Amla,15,0,21,South Africa,Zimbabwe,2014/08/19
F du Plessis,15,0,25,South Africa,Zimbabwe,2014/08/29
HM Amla,15,0,35,South Africa,Bangladesh,2015/07/15
F Behardien,15,0,10,South Africa,New Zealand,2015/08/19
JP Duminy,15,0,17,South Africa,India,2015/10/11
D Pretorius,15,0,20,South Africa,Australia,2016/10/05
HM Amla,15,0,14,South Africa,Sri Lanka,2017/02/01
JP Duminy,15,0,18,South Africa,England,2017/05/24
Q de Kock,15,0,16,South Africa,Sri Lanka,2019/06/28
Q de Kock,15,0,16,South Africa,Australia,2020/02/29
ND McKenzie,14,1,30,South Africa,India,2001/10/26
AG Prince,14,1,29,South Africa,Bangladesh,2002/10/09
AG Prince,14,1,11,South Africa,England,2005/02/06
J Botha,14,1,7,South Africa,Australia,2009/01/30
R McLaren,14,1,17,South Africa,Sri Lanka,2013/07/23
R McLaren,14,1,20,South Africa,Sri Lanka,2013/07/26
VD Philander,14,1,5,South Africa,India,2013/12/08
PWA Mulder,14,1,11,South Africa,Sri Lanka,2018/07/29
PWA Mulder,14,1,17,South Africa,Zimbabwe,2018/09/30
MV Boucher,14,0,27,South Africa,West Indies,2001/04/28
JH Kallis,14,0,17,South Africa,Australia,2002/03/24
N Boje,14,0,14,South Africa,Australia,2002/03/30
L Klusener,14,0,21,South Africa,India,2002/09/25
MV Boucher,14,0,18,South Africa,Sri Lanka,2002/12/01
M Ntini,14,0,6,South Africa,Canada,2003/02/27
JA Rudolph,14,0,39,South Africa,West Indies,2004/01/28
L Klusener,14,0,8,South Africa,New Zealand,2004/02/29
GC Smith,14,0,29,South Africa,Sri Lanka,2004/08/22
N Boje,14,0,18,South Africa,Sri Lanka,2004/08/22
SM Pollock,14,0,20,South Africa,Sri Lanka,2004/08/25
MV Boucher,14,0,33,South Africa,India,2005/11/19
AB de Villiers,14,0,20,South Africa,Australia,2006/03/12
HH Gibbs,14,0,14,South Africa,Pakistan,2007/02/07
MV Boucher,14,0,16,South Africa,Pakistan,2007/10/18
MV Boucher,14,0,23,South Africa,Pakistan,2007/10/20
AB de Villiers,14,0,34,South Africa,England,2008/08/31
JA Morkel,14,0,12,South Africa,Australia,2009/01/30
JA Morkel,14,0,19,South Africa,Australia,2009/04/03
JA Morkel,14,0,14,South Africa,Zimbabwe,2009/11/10
MV Boucher,14,0,31,South Africa,India,2010/02/24
M Morkel,14,0,13,South Africa,West Indies,2010/05/28
GC Smith,14,0,15,South Africa,Pakistan,2010/11/08
HM Amla,14,0,15,South Africa,West Indies,2011/02/24
JP Duminy,14,0,24,South Africa,England,2012/08/28
DA Miller,14,0,24,South Africa,New Zealand,2013/01/22
JP Duminy,14,0,24,South Africa,India,2013/06/06
DA Miller,14,0,22,South Africa,Sri Lanka,2013/07/20
GC Smith,14,0,35,South Africa,Pakistan,2013/11/01
VD Philander,14,0,26,South Africa,Pakistan,2013/11/24
HM Amla,14,0,22,South Africa,Zimbabwe,2014/09/04
Q de Kock,14,0,17,South Africa,New Zealand,2015/03/24
HM Amla,14,0,18,South Africa,Bangladesh,2015/07/10
DA Miller,14,0,13,South Africa,New Zealand,2015/08/19
D Wiese,14,0,8,South Africa,New Zealand,2015/08/19
JP Duminy,14,0,14,South Africa,India,2015/10/18
DA Miller,14,0,16,South Africa,Ireland,2016/09/25
AB de Villiers,14,0,9,South Africa,Sri Lanka,2017/02/10
F du Plessis,14,0,18,South Africa,New Zealand,2017/02/19
CH Morris,14,0,10,South Africa,India,2018/02/04
CH Morris,14,0,10,South Africa,India,2018/02/07
H Klaasen,14,0,17,South Africa,Australia,2018/11/09
D Pretorius,14,0,32,South Africa,Australia,2018/11/09
HM Amla,14,0,17,South Africa,Pakistan,2019/01/30
JP Duminy,14,0,13,South Africa,Australia,2019/07/06
AL Phehlukwayo,14,0,31,South Africa,England,2020/02/09
N Boje,13,1,36,South Africa,Australia,2002/01/22
SM Pollock,13,1,13,South Africa,Pakistan,2002/08/18
MV Boucher,13,1,22,South Africa,Zimbabwe,2003/07/10
JA Rudolph,13,1,26,South Africa,Pakistan,2003/10/12
SM Pollock,13,1,11,South Africa,West Indies,2004/09/18
MV Boucher,13,1,10,South Africa,West Indies,2005/05/11
MV Boucher,13,1,11,South Africa,Australia,2011/10/23
DA Miller,13,1,11,South Africa,Zimbabwe,2014/08/21
AL Phehlukwayo,13,1,8,South Africa,Australia,2016/10/02
K Rabada,13,1,9,South Africa,Bangladesh,2019/06/02
HH Gibbs,13,0,21,South Africa,Sri Lanka,2001/01/11
ND McKenzie,13,0,24,South Africa,West Indies,2001/05/16
JN Rhodes,13,0,14,South Africa,New Zealand,2002/01/15
JN Rhodes,13,0,21,South Africa,Australia,2002/03/22
L Klusener,13,0,11,South Africa,Sri Lanka,2002/08/21
HH Gibbs,13,0,19,South Africa,Pakistan,2002/12/13
JH Kallis,13,0,18,South Africa,West Indies,2003/02/09
M van Jaarsveld,13,0,23,South Africa,England,2003/06/28
MV Boucher,13,0,25,South Africa,England,2003/07/08
GC Smith,13,0,25,South Africa,Pakistan,2003/10/10
JH Kallis,13,0,21,South Africa,New Zealand,2004/02/25
HH Gibbs,13,0,8,South Africa,New Zealand,2004/02/29
JM Kemp,13,0,17,South Africa,Australia,2006/03/12
AJ Hall,13,0,31,South Africa,New Zealand,2006/10/16
HH Dippenaar,13,0,35,South Africa,Pakistan,2006/10/27
AB de Villiers,13,0,8,South Africa,India,2006/11/29
AJ Hall,13,0,9,South Africa,India,2006/11/29
SM Pollock,13,0,24,South Africa,Sri Lanka,2007/03/28
JH Kallis,13,0,32,South Africa,Pakistan,2007/10/23
A Nel,13,0,7,South Africa,England,2008/08/26
HM Amla,13,0,19,South Africa,Australia,2009/01/23
JH Kallis,13,0,12,South Africa,Australia,2009/01/26
AN Petersen,13,0,18,South Africa,Zimbabwe,2009/11/10
MV Boucher,13,0,23,South Africa,England,2009/11/29
AB de Villiers,13,0,16,South Africa,West Indies,2010/06/03
JP Duminy,13,0,19,South Africa,India,2011/01/15
MN van Wyk,13,0,37,South Africa,England,2011/03/06
CA Ingram,13,0,8,South Africa,Sri Lanka,2012/01/17
JH Kallis,13,0,17,South Africa,New Zealand,2012/02/25
WD Parnell,13,0,8,South Africa,England,2012/08/31
HM Amla,13,0,22,South Africa,New Zealand,2013/01/19
RJ Peterson,13,0,15,South Africa,Sri Lanka,2013/07/28
R McLaren,13,0,7,South Africa,Pakistan,2013/11/06
HM Amla,13,0,16,South Africa,India,2013/12/11
AM Phangiso,13,0,19,South Africa,Zimbabwe,2014/08/29
R McLaren,13,0,14,South Africa,Australia,2014/11/21
JP Duminy,13,0,21,South Africa,Bangladesh,2015/07/12
DA Miller,13,0,22,South Africa,India,2015/10/11
DW Steyn,13,0,16,South Africa,India,2015/10/14
JP Duminy,13,0,21,South Africa,England,2016/02/03
F Behardien,13,0,18,South Africa,England,2016/02/14
JP Duminy,13,0,22,South Africa,Australia,2016/06/07
F Behardien,13,0,14,South Africa,Australia,2016/10/02
HM Amla,13,0,23,South Africa,England,2019/05/30
JM Kemp,12,1,14,South Africa,West Indies,2001/05/16
SM Pollock,12,1,7,South Africa,England,2003/06/28
SM Pollock,12,1,9,South Africa,Zimbabwe,2003/06/29
SM Pollock,12,1,3,South Africa,West Indies,2004/02/04
L Klusener,12,1,10,South Africa,West Indies,2004/09/18
A Nel,12,1,10,South Africa,Pakistan,2006/10/27
JM Kemp,12,1,7,South Africa,Scotland,2007/03/20
J Botha,12,1,18,South Africa,Australia,2009/01/16
CA Ingram,12,1,17,South Africa,Pakistan,2010/10/29
JA Morkel,12,1,11,South Africa,Sri Lanka,2012/01/14
R McLaren,12,1,5,South Africa,India,2013/12/08
F Behardien,12,1,14,South Africa,Australia,2016/10/09
K Rabada,12,1,7,South Africa,India,2018/02/07
K Rabada,12,1,18,South Africa,Sri Lanka,2018/08/12
G Kirsten,12,0,29,South Africa,India,2001/10/10
MV Boucher,12,0,10,South Africa,Australia,2002/02/03
HH Dippenaar,12,0,16,South Africa,Pakistan,2002/08/12
JH Kallis,12,0,19,South Africa,Pakistan,2002/12/11
G Kirsten,12,0,21,South Africa,Pakistan,2002/12/18
ND McKenzie,12,0,33,South Africa,India,2003/04/13
RJ Peterson,12,0,15,South Africa,India,2003/04/13
MV Boucher,12,0,16,South Africa,Bangladesh,2003/04/17
L Klusener,12,0,18,South Africa,Sri Lanka,2004/08/28
JM Kemp,12,0,15,South Africa,West Indies,2005/05/11
GC Smith,12,0,26,South Africa,Australia,2006/01/15
R Telemachus,12,0,6,South Africa,Australia,2006/03/12
GC Smith,12,0,24,South Africa,Bangladesh,2007/04/07
MV Boucher,12,0,26,South Africa,Bangladesh,2007/04/07
CK Langeveldt,12,0,15,South Africa,Pakistan,2007/10/20
JA Morkel,12,0,9,South Africa,Pakistan,2007/10/23
SM Pollock,12,0,10,South Africa,West Indies,2008/01/25
HH Gibbs,12,0,16,South Africa,England,2008/08/29
AB de Villiers,12,0,23,South Africa,England,2008/08/29
JH Kallis,12,0,16,South Africa,England,2009/09/27
